64,18,9.33693,09.33693
64,59,6.33654,06.33654
64,174,6.11071,06.11071
64,229,8.54583,08.54583
64,237,7.09846,07.09846
64,269,6.8835,0.1135666.30505
65,165,6.47638,06.47638
65,241,3.04388,03.04388
66,82,4.82212,04.82212
67,36,1.91271,01.91271
67,45,8.61099,08.61099
68,214,6.33353,0.2136595.21749
68,224,1.93466,01.93466
69,11,10.7157,0.6198597.29581
69,199,7.85401,07.85401
70,293,3.21306,03.21306
71,16,5.59098,0.02078265.48667
71,186,4.7193,04.7193
71,268,1.52204,0.100770.948985
72,114,11.9661,0.8756456.80499
72,133,3.56074,03.56074
72,155,7.55779,0.0430257.34139
73,219,9.45569,09.45569
74,10,9.32307,09.32307
74,103,6.56194,06.56194
75,219,9.92204,09.92204
75,275,6.41168,06.41168
76,156,9.32076,0.06299549.00354
76,236,6.96354,06.96354
77,196,3.72788,03.72788
77,263,9.60495,09.60495
77,299,7.70074,07.70074
78,0,4.72872,04.72872
79,135,4.24141,04.24141
79,242,5.85994,05.85994
80,111,9.30433,09.30433
80,154,7.88466,07.88466
82,66,4.82212,04.82212
82,288,9.9084,09.9084
83,131,9.82558,0.5771626.63226
83,245,10.8165,0.266559.44386
84,3,2.43558,02.43558
84,19,9.60706,09.60706
84,206,9.80762,09.80762
85,102,9.06175,09.06175
85,107,9.41369,09.41369
85,168,5.90905,0.1321785.23055
87,42,8.84886,08.84886
87,105,3.93406,03.93406
87,123,6.03931,06.03931
87,163,4.96068,04.96068
87,244,8.86131,0.04703258.62485
87,262,10.0414,0.1697899.17613
88,52,5.81128,05.81128
88,181,0.637081,00.637081
88,239,11.0146,0.3157529.37873
89,302,9.63966,09.63966
91,39,8.94093,08.94093
91,55,9.34096,09.34096
91,162,6.72796,0.013036.66268
91,264,9.3227,09.3227
92,258,4.82208,04.82208
93,98,7.95114,07.95114
95,112,2.879,02.879
96,26,7.99192,07.99192
96,167,9.65367,09.65367
96,222,9.33466,09.33466
97,47,0.414546,00.414546
98,93,7.95114,07.95114
99,57,3.35158,03.35158
99,118,7.96675,07.96675
100,3,8.85342,0.229287.67054
100,19,10.3632,0.1667149.51451
100,254,9.51059,09.51059
101,144,3.21895,03.21895
102,85,9.06175,09.06175
102,107,5.66199,05.66199
102,168,4.7757,04.7757
103,74,6.56194,06.56194
103,281,9.84719,09.84719
104,130,2.13999,02.13999
105,87,3.93406,03.93406
105,123,6.22263,06.22263
105,163,6.08791,06.08791
106,29,7.92375,07.92375
106,145,4.8422,04.8422
107,85,9.41369,09.41369
107,102,5.66199,05.66199
107,168,4.88572,0.09080424.42197
107,272,7.84063,07.84063
108,232,8.01115,08.01115
110,6,5.79894,05.79894
111,80,9.30433,09.30433
111,154,4.02621,04.02621
112,95,2.879,02.879
113,152,8.05666,0.109487.50103
113,295,8.65434,08.65434
114,2,6.52612,06.52612
114,31,5.71232,05.71232
114,72,11.9661,0.8756456.80499
114,133,6.00612,06.00612
114,212,7.56946,07.56946
116,178,9.96061,09.96061
116,235,8.72814,08.72814
117,260,7.98392,07.98392
118,57,5.06272,05.06272
118,99,7.96675,07.96675
118,179,9.60326,09.60326
118,193,8.06716,08.06716
119,255,6.20403,0.0142296.13271
119,277,8.72462,0.05042088.47099
119,286,7.78119,07.78119
120,38,8.15487,08.15487
121,211,8.79679,08.79679
121,274,9.47057,09.47057
122,134,5.99564,05.99564
123,87,6.03931,06.03931
123,105,6.22263,06.22263
123,244,9.51049,09.51049
123,262,11.0185,0.2648989.65556
124,136,6.50768,06.50768
124,164,9.43007,09.43007
124,189,5.91653,05.91653
124,273,7.64583,07.64583
125,140,8.80387,08.80387
125,292,7.00543,07.00543
127,270,7.67215,07.67215
127,302,5.0049,05.0049
128,32,4.57986,0.03061134.42573
128,146,7.03116,07.03116
128,193,8.78002,08.78002
128,205,1.28853,01.28853
128,223,5.11123,05.11123
130,104,2.13999,02.13999
131,28,11.7276,0.3608979.85163
131,83,9.82558,0.5771626.63226
132,172,10.9395,0.912484.12213
133,2,9.66911,09.66911
133,12,10.6815,0.4072418.53767
133,72,3.56074,03.56074
133,114,6.00612,06.00612
134,56,6.97674,06.97674
134,122,5.99564,05.99564
134,148,9.80338,0.1782188.89367
135,79,4.24141,04.24141
135,211,7.80554,07.80554
135,242,9.5077,09.5077
136,124,6.50768,06.50768
136,164,8.90321,08.90321
136,189,9.29594,09.29594
136,259,5.53277,05.53277
136,266,7.34453,07.34453
136,273,2.97138,02.97138
137,218,8.66017,08.66017
138,147,8.55994,08.55994
138,173,6.83847,06.83847
138,197,8.57338,0.3534686.70146
138,280,8.92316,08.92316
139,231,7.98718,07.98718
140,6,5.85995,05.85995
140,125,8.80387,08.80387
140,292,3.9145,03.9145
141,15,4.57654,0.05920514.2763
142,40,3.27631,03.27631
142,150,8.55205,0.06731258.21269
142,188,9.37134,09.37134
142,247,11.3271,0.2632729.97408
142,278,2.15443,02.15443
143,149,8.40221,08.40221
144,101,3.21895,03.21895
145,29,5.67127,05.67127
145,106,4.8422,04.8422
146,128,7.03116,07.03116
146,205,7.51572,07.51572
146,223,7.15902,07.15902
147,138,8.55994,08.55994
147,197,2.80762,0.05490462.52686
148,56,2.61462,02.61462
148,134,9.80338,0.1782188.89367
149,143,8.40221,08.40221
149,185,4.75885,0.1767763.8299
150,40,5.41778,0.003534095.4001
150,142,8.55205,0.06731258.21269
150,153,5.98063,05.98063
150,188,8.53966,08.53966
150,278,13.9274,1.076157.39006
150,304,8.86438,0.2201047.7306
152,113,8.05666,0.109487.50103
152,200,12.8081,0.7115038.90933
153,150,5.98063,05.98063
153,304,3.63086,0.1030473.09724
154,80,7.88466,07.88466
154,111,4.02621,04.02621
155,72,7.55779,0.0430257.34139
155,190,3.57534,0.04531083.34564
155,299,6.19896,06.19896
156,76,9.32076,0.06299549.00354
156,236,14.1479,0.8173449.63949
157,59,8.43275,0.2979246.87226
157,174,9.08768,09.08768
158,53,7.69851,07.69851
158,261,8.6113,08.6113
159,200,2.72735,0.1222252.07524
159,279,5.83635,05.83635
160,198,10.0852,0.1822199.15521
160,257,12.2575,0.8454557.38853
161,62,8.19477,08.19477
162,39,11.7619,0.4161919.58171
162,91,6.72796,0.013036.66268
162,240,9.89745,09.89745
163,42,4.3248,04.3248
163,87,4.96068,04.96068
163,105,6.08791,06.08791
164,22,12.1014,0.8991726.76252
164,124,9.43007,09.43007
164,136,8.90321,08.90321
165,65,6.47638,06.47638
165,241,9.73516,0.137869.035
166,33,11.6654,0.5169518.91024
166,289,2.29581,02.29581
167,26,2.90182,02.90182
167,96,9.65367,09.65367
167,236,5.01909,05.01909
168,85,5.90905,0.1321785.23055
168,102,4.7757,04.7757
168,107,4.88572,0.09080424.42197
169,189,6.49368,06.49368
169,250,9.57642,09.57642
169,256,6.03593,06.03593
170,221,10.6816,0.5525817.68495
172,132,10.9395,0.912484.12213
173,138,6.83847,06.83847
173,280,8.5064,08.5064
173,301,6.56414,06.56414
174,18,5.42493,05.42493
174,59,3.72701,03.72701
174,64,6.11071,06.11071
174,157,9.08768,09.08768
174,269,8.42251,0.2514557.11736
176,35,8.33999,08.33999
176,182,9.5782,09.5782
176,204,9.89223,09.89223
178,116,9.96061,09.96061
178,235,6.98318,06.98318
179,57,9.90463,09.90463
179,118,9.60326,09.60326
180,54,2.62151,02.62151
180,199,7.08611,07.08611
181,52,5.18389,05.18389
181,88,0.637081,00.637081
181,239,12.5288,0.4843189.97665
182,176,9.5782,09.5782
182,288,3.66449,03.66449
183,23,5.15387,0.04334784.93519
183,290,11.4122,0.4806048.86251
185,149,4.75885,0.1767763.8299
186,16,5.90055,05.90055
186,71,4.7193,04.7193
186,268,4.12214,0.04895783.87418
187,50,7.63601,07.63601
188,40,6.87226,06.87226
188,142,9.37134,09.37134
188,150,8.53966,08.53966
189,124,5.91653,05.91653
189,136,9.29594,09.29594
189,169,6.49368,06.49368
189,273,8.30721,08.30721
190,155,3.57534,0.04531083.34564
190,299,4.56789,0.08988094.10819
193,118,8.06716,08.06716
193,128,8.78002,08.78002
193,205,9.6897,09.6897
193,223,6.78819,06.78819
195,261,5.81398,05.81398
196,77,3.72788,03.72788
196,263,6.02422,06.02422
196,299,6.45355,06.45355
197,138,8.57338,0.3534686.70146
197,147,2.80762,0.05490462.52686
198,160,10.0852,0.1822199.15521
198,257,3.86764,03.86764
199,11,6.86855,0.4863244.04137
199,54,8.32501,08.32501
199,69,7.85401,07.85401
199,180,7.08611,07.08611
200,152,12.8081,0.7115038.90933
200,159,2.72735,0.1222252.07524
200,279,9.27608,0.4162387.05505
201,303,7.50455,0.1375416.80235
202,230,2.06483,02.06483
204,176,9.89223,09.89223
204,218,9.85764,09.85764
204,220,3.64904,03.64904
205,32,4.3541,0.2110173.21895
205,128,1.28853,01.28853
205,146,7.51572,07.51572
205,193,9.6897,09.6897
205,223,6.3988,06.3988
206,84,9.80762,09.80762
209,291,7.07927,0.4486024.55707
209,300,2.06515,02.06515
210,20,9.46793,09.46793
211,121,8.79679,08.79679
211,135,7.80554,07.80554
212,31,6.24233,06.24233
212,114,7.56946,07.56946
212,214,10.2165,0.2060369.16201
212,243,7.29277,07.29277
213,46,9.09606,09.09606
213,251,4.7932,0.02201794.68259
213,284,7.80982,07.80982
214,68,6.33353,0.2136595.21749
214,212,10.2165,0.2060369.16201
214,224,6.03439,0.2030724.9738
215,285,18.346,1.528066.86266
216,221,9.85497,0.4394687.51138
217,30,9.90663,09.90663
217,54,8.99642,08.99642
218,137,8.66017,08.66017
218,204,9.85764,09.85764
218,220,6.2423,06.2423
219,73,9.45569,09.45569
219,75,9.92204,09.92204
220,204,3.64904,03.64904
220,218,6.2423,06.2423
221,170,10.6816,0.5525817.68495
221,216,9.85497,0.4394687.51138
222,96,9.33466,09.33466
223,32,10.2339,0.152839.45694
223,128,5.11123,05.11123
223,146,7.15902,07.15902
223,193,6.78819,06.78819
223,205,6.3988,06.3988
224,68,1.93466,01.93466
224,214,6.03439,0.2030724.9738
226,61,7.71273,07.71273
226,265,7.87638,07.87638
227,294,7.78557,07.78557
227,296,9.14145,09.14145
228,17,0.403015,00.403015
229,63,4.74733,04.74733
229,64,8.54583,08.54583
229,237,7.55814,07.55814
230,202,2.06483,02.06483
231,23,8.11929,08.11929
231,139,7.98718,07.98718
232,108,8.01115,08.01115
234,61,7.98651,07.98651
234,269,8.13422,0.2149717.02429
234,271,7.39521,07.39521
235,116,8.72814,08.72814
235,178,6.98318,06.98318
236,26,5.63398,05.63398
236,76,6.96354,06.96354
236,156,14.1479,0.8173449.63949
236,167,5.01909,05.01909
237,59,9.89366,09.89366
237,63,5.70236,0.02350275.58435
237,64,7.09846,07.09846
237,229,7.55814,07.55814
238,53,5.72349,05.72349
239,88,11.0146,0.3157529.37873
239,181,12.5288,0.4843189.97665
240,1,5.0387,05.0387
240,39,2.97374,02.97374
240,162,9.89745,09.89745
241,16,9.55242,09.55242
241,65,3.04388,03.04388
241,165,9.73516,0.137869.035
242,79,5.85994,05.85994
242,135,9.5077,09.5077
243,2,9.05049,09.05049
243,5,4.21296,04.21296
243,31,4.41417,04.41417
243,212,7.29277,07.29277
244,87,8.86131,0.04703258.62485
244,123,9.51049,09.51049
244,262,1.11991,0.07031690.725423
245,83,10.8165,0.266559.44386
245,272,7.00305,07.00305
246,11,8.89887,0.2792977.44566
247,142,11.3271,0.2632729.97408
247,278,20.4759,1.72088.38276
248,19,7.89353,07.89353
250,169,9.57642,09.57642
250,256,3.57006,03.57006
251,46,4.53067,0.02264984.41684
251,213,4.7932,0.02201794.68259
251,284,5.12376,0.2177273.96777
252,287,8.87298,08.87298
253,25,7.81387,07.81387
253,295,7.36436,07.36436
254,100,9.51059,09.51059
255,119,6.20403,0.0142296.13271
255,286,4.51683,04.51683
256,169,6.03593,06.03593
256,250,3.57006,03.57006
257,160,12.2575,0.8454557.38853
257,198,3.86764,03.86764
257,274,8.64477,08.64477
258,92,4.82208,04.82208
259,136,5.53277,05.53277
259,266,6.52409,06.52409
259,273,3.11517,0.02488282.9897
260,117,7.98392,07.98392
261,10,9.35703,09.35703
261,158,8.6113,08.6113
261,195,5.81398,05.81398
262,87,10.0414,0.1697899.17613
262,123,11.0185,0.2648989.65556
262,244,1.11991,0.07031690.725423
263,43,9.16201,09.16201
263,77,9.60495,09.60495
263,196,6.02422,06.02422
263,299,9.97096,09.97096
264,21,6.94309,06.94309
264,39,7.89972,07.89972
264,55,1.34407,01.34407
264,91,9.3227,09.3227
265,61,8.73581,08.73581
265,226,7.87638,07.87638
266,136,7.34453,07.34453
266,259,6.52409,06.52409
266,273,7.91786,0.08846647.47016
268,16,5.47444,0.1171684.87379
268,71,1.52204,0.100770.948985
268,186,4.12214,0.04895783.87418
269,18,6.24843,0.1135925.66861
269,64,6.8835,0.1135666.30505
269,174,8.42251,0.2514557.11736
269,234,8.13422,0.2149717.02429
270,127,7.67215,07.67215
270,302,9.78367,09.78367
271,13,8.21949,08.21949
271,61,9.77331,09.77331
271,234,7.39521,07.39521
272,107,7.84063,07.84063
272,245,7.00305,07.00305
273,124,7.64583,07.64583
273,136,2.97138,02.97138
273,189,8.30721,08.30721
273,259,3.11517,0.02488282.9897
273,266,7.91786,0.08846647.47016
274,121,9.47057,09.47057
274,257,8.64477,08.64477
275,75,6.41168,06.41168
277,45,7.15348,07.15348
277,119,8.72462,0.05042088.47099
278,40,3.95741,0.04033173.75354
278,142,2.15443,02.15443
278,150,13.9274,1.076157.39006
278,247,20.4759,1.72088.38276
279,159,5.83635,05.83635
279,200,9.27608,0.4162387.05505
280,138,8.92316,08.92316
280,173,8.5064,08.5064
280,301,9.00364,09.00364
281,103,9.84719,09.84719
283,43,7.14425,07.14425
284,46,5.70713,0.3366773.84287
284,213,7.80982,07.80982
284,251,5.12376,0.2177273.96777
285,51,6.13644,06.13644
285,215,18.346,1.528066.86266
286,119,7.78119,07.78119
286,255,4.51683,04.51683
287,252,8.87298,08.87298
288,82,9.9084,09.9084
288,182,3.66449,03.66449
289,166,2.29581,02.29581
290,183,11.4122,0.4806048.86251
290,297,5.84027,05.84027
291,209,7.07927,0.4486024.55707
291,300,5.12928,05.12928
292,6,9.74252,09.74252
292,125,7.00543,07.00543
292,140,3.9145,03.9145
293,70,3.21306,03.21306
294,227,7.78557,07.78557
294,296,4.03251,04.03251
295,113,8.65434,08.65434
295,253,7.36436,07.36436
296,227,9.14145,09.14145
296,294,4.03251,04.03251
297,290,5.84027,05.84027
298,4,11.6794,0.4783059.1477
298,7,6.27789,06.27789
299,77,7.70074,07.70074
299,155,6.19896,06.19896
299,190,4.56789,0.08988094.10819
299,196,6.45355,06.45355
299,263,9.97096,09.97096
300,209,2.06515,02.06515
300,291,5.12928,05.12928
301,173,6.56414,06.56414
301,280,9.00364,09.00364
302,89,9.63966,09.63966
302,127,5.0049,05.0049
302,270,9.78367,09.78367
303,201,7.50455,0.1375416.80235
304,150,8.86438,0.2201047.7306
304,153,3.63086,0.1030473.09724
